State,Jurisdiction,A.O. Number,Judge,Prosecutor,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepted,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Result Related
ARIZONA,STATE ATTORNEY GENERAL,2015-12,MCCOY,BARRICK,NARCOTICS,"WC,TX,AP",D,42137.0,30,8,270,INSTALLED AND USED,123.0,0.0,8.0,13.0,13.0,148967.0,21283.0,12.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,STATE ATTORNEY GENERAL,2015-13,FIELDS,ORTIZ,NARCOTICS,"WC,TX,EO",D,42139.0,30,0,30,INSTALLED AND USED,30.0,9.0,2.0,268.0,35.0,21722.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,STATE ATTORNEY GENERAL,2015-14,FIELDS,ORTIZ,NARCOTICS,"WC,TX,EO",D,42139.0,30,3,120,INSTALLED AND USED,120.0,120.0,79.0,14458.0,3278.0,25483.0,4052.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,STATE ATTORNEY GENERAL,2015-15,FIELDS,ORTIZ,NARCOTICS,"WC,TX,EO",D,42151.0,30,0,30,INSTALLED AND USED,30.0,445.0,34.0,13363.0,2161.0,11563.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,STATE ATTORNEY GENERAL,2015-16,FIELDS,ORTIZ,NARCOTICS,"WC,TX,EO",D,42164.0,30,1,60,INSTALLED AND USED,60.0,20.0,11.0,1177.0,205.0,22755.0,2026.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,STATE ATTORNEY GENERAL,2015-17,FIELDS,ORTIZ,NARCOTICS,"WC,TX,EO",D,42180.0,30,0,30,INSTALLED AND USED,15.0,3.0,6.0,42.0,18.0,4686.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,STATE ATTORNEY GENERAL,2015-18,FIELDS,ORTIZ,NARCOTICS,"WC,TX,EO",D,42198.0,30,0,30,INSTALLED AND USED,30.0,8.0,5.0,238.0,74.0,11201.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,STATE ATTORNEY GENERAL,2015-19,FIELDS,ORTIZ,NARCOTICS,"WC,TX,EO",D,42198.0,30,1,60,INSTALLED AND USED,60.0,207.0,39.0,12449.0,1329.0,23039.0,2026.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,ALAMEDA,2015-1,ROLEFSON,O'MALLEY,MURDER,WC,D,41956.0,30,1,60,INSTALLED AND USED,52.0,426.0,362.0,22154.0,2490.0,70800.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,ALAMEDA,2015-2,ROLEFSON,DUNLEAVY,MURDER,WC,D,41960.0,30,2,90,INSTALLED AND USED,87.0,217.0,295.0,18871.0,1175.0,114700.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,ALAMEDA,2015-3,ROLEFSON,O'MALLEY,MURDER,WC,D,41984.0,30,1,60,INSTALLED AND USED,28.0,116.0,120.0,3259.0,224.0,38000.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,ALAMEDA,2015-4,ROLEFSON,O'MALLEY,MURDER,WC,D,41993.0,30,1,60,INSTALLED AND USED,40.0,238.0,226.0,9537.0,523.0,53600.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,ALAMEDA,2015-5,ROLEFSON,O'MALLEY,MURDER,WC,D,41993.0,30,1,60,INSTALLED AND USED,27.0,434.0,183.0,11709.0,223.0,36700.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,ALAMEDA,2015-6,ROLEFSON,O'MALLEY,MURDER,WC,D,42013.0,30,1,60,INSTALLED AND USED,28.0,330.0,117.0,9251.0,863.0,38000.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,ALAMEDA,2015-7,ROLEFSON,O'MALLEY,MURDER,"WC,TX",D,42026.0,30,1,60,INSTALLED AND USED,43.0,807.0,727.0,34698.0,2849.0,143900.0,4800.0,9.0,0.0,0.0,0.0,0.0,3.0,,
CALIFORNIA,ALAMEDA,2015-8,ROLEFSON,O'MALLEY,MURDER,"WC,TX",D,42034.0,30,1,60,INSTALLED AND USED,12.0,363.0,234.0,4357.0,231.0,17200.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,ALAMEDA,2015-9,ROLEFSON,O'MALLEY,MURDER,"WC,TX",D,42034.0,30,1,60,INSTALLED AND USED,20.0,394.0,175.0,7886.0,163.0,55200.0,3200.0,4.0,0.0,0.0,0.0,0.0,1.0,,
CALIFORNIA,ALAMEDA,2015-10,ROLEFSON,O'MALLEY,MURDER,"WC,TX",D,42038.0,30,1,60,INSTALLED AND USED,37.0,308.0,165.0,11380.0,368.0,49700.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,ALAMEDA,2015-11,ROLEFSON,O'MALLEY,MURDER,"WC,TX",D,42040.0,30,1,60,INSTALLED AND USED,46.0,231.0,235.0,10629.0,360.0,61400.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,ALAMEDA,2015-12,ROLEFSON,O'MALLEY,MURDER,"WC,TX",D,42045.0,30,1,60,INSTALLED AND USED,24.0,157.0,126.0,3769.0,661.0,32800.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,ALAMEDA,2015-13,ROLEFSON,O'MALLEY,MURDER,"WC,TX",D,42045.0,30,1,60,INSTALLED AND USED,24.0,24.0,31.0,574.0,6.0,32800.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,ALAMEDA,2015-14,ROLEFSON,O'MALLEY,MURDER,"WC,TX",D,42046.0,30,1,60,INSTALLED AND USED,8.0,271.0,44.0,2168.0,1.0,12000.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,ALAMEDA,2015-15,ROLEFSON,O'MALLEY,MURDER,"WC,TX",D,42053.0,30,1,60,INSTALLED AND USED,30.0,420.0,269.0,12599.0,81.0,40600.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,ALAMEDA,2015-16,ROLEFSON,O'MALLEY,MURDER,"WC,TX",D,42054.0,30,1,60,INSTALLED AND USED,15.0,628.0,995.0,9416.0,915.0,21100.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,ALAMEDA,2015-17,ROLEFSON,O'MALLEY,MURDER,"WC,TX",D,42055.0,30,1,60,INSTALLED AND USED,14.0,603.0,159.0,8442.0,244.0,39600.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,ALAMEDA,2015-18,ROLEFSON,DUNLEAVY,MURDER,"WC,TX",D,42058.0,30,1,60,INSTALLED AND USED,27.0,299.0,55.0,8065.0,185.0,36700.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,ALAMEDA,2015-19,ROLEFSON,O'MALLEY,MURDER,"WC,TX",D,42058.0,30,1,60,INSTALLED AND USED,29.0,252.0,252.0,7315.0,193.0,78600.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,ALAMEDA,2015-20,ROLEFSON,O'MALLEY,MURDER,WC,D,42163.0,30,1,60,INSTALLED AND USED,39.0,941.0,889.0,36701.0,170.0,53900.0,3200.0,2.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,ALAMEDA,2015-21,ROLEFSON,DUNLEAVY,MURDER,WC,D,42179.0,30,1,60,INSTALLED AND USED,9.0,76.0,24.0,683.0,64.0,13300.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,ALAMEDA,2015-22,ROLFESON,O'MALLEY,MURDER,WC,D,42186.0,30,1,60,INSTALLED AND USED,29.0,315.0,405.0,9137.0,158.0,39300.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,ALAMEDA,2015-23,ROLEFSON,O'MALLEY,MURDER,WC,D,42187.0,30,1,60,INSTALLED AND USED,14.0,200.0,30.0,2806.0,11.0,19800.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,ALAMEDA,2015-24,ROLEFSON,O'MALLEY,MURDER,"WC,TX",D,42208.0,30,1,60,INSTALLED AND USED,7.0,331.0,101.0,2314.0,164.0,10700.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,ALAMEDA,2015-25,ROLEFSON,O'MALLEY,MURDER,WC,D,42289.0,30,1,60,INSTALLED AND USED,43.0,691.0,369.0,29725.0,865.0,57500.0,1600.0,14.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,ALAMEDA,2015-26,ROLEFSON,O'MALLEY,MURDER,WC,D,42292.0,30,1,60,INSTALLED AND USED,10.0,149.0,69.0,1488.0,125.0,14600.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,ALAMEDA,2015-27,ROLEFSON,O'MALLEY,MURDER,WC,D,42293.0,30,1,60,INSTALLED AND USED,35.0,151.0,203.0,5288.0,166.0,47100.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,ALAMEDA,2015-28,ROLEFSON,DUNLEAVY,MURDER,WC,D,42296.0,30,1,60,INSTALLED AND USED,30.0,301.0,266.0,9035.0,432.0,40600.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,ALAMEDA,2015-29,ROLEFSON,O'MALLEY,MURDER,WC,D,42300.0,30,1,60,INSTALLED AND USED,30.0,956.0,247.0,28671.0,593.0,40600.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,ALAMEDA,2015-30,ROLEFSON,O'MALLEY,MURDER,WC,D,42314.0,30,1,60,INSTALLED AND USED,16.0,74.0,63.0,1192.0,146.0,22400.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,ALAMEDA,2015-31,ROLEFSON,O'MALLEY,MURDER,WC,D,42338.0,30,1,60,INSTALLED AND USED,10.0,8.0,37.0,81.0,1.0,14600.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,CONTRA COSTA,2015-1,LAETTNER,PETERSON,MURDER,WC,D,42045.0,30,1,60,NO PROSECUTOR REPORT,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,CONTRA COSTA,2015-2,LAETTNER,PETERSON,MURDER,"WC,TX",D,42052.0,30,1,60,NO PROSECUTOR REPORT,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,CONTRA COSTA,2015-3,LAETTNER,PETERSON,MURDER,"WC,TX",D,42072.0,30,1,60,NO PROSECUTOR REPORT,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,CONTRA COSTA,2015-4,LAETTNER,PETERSON,MURDER,"WC,TX",D,42075.0,30,1,60,NO PROSECUTOR REPORT,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,CONTRA COSTA,2015-5,LAETTNER,PETERSON,HUMAN\SEX TRAFFICKING,"WC,TX",D,42177.0,30,1,60,INSTALLED AND USED,28.0,55.0,115.0,1533.0,248.0,56000.0,6000.0,6.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,CONTRA COSTA,2015-6,LAETTNER,PETERSON,HUMAN\SEX TRAFFICKING,"WC,TX",D,42205.0,30,1,60,INSTALLED AND USED,27.0,242.0,302.0,6523.0,686.0,46400.0,6400.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-5
CALIFORNIA,CONTRA COSTA,2015-7,LAETTNER,PETERSON,HUMAN\SEX TRAFFICKING,"WC,TX",D,42230.0,30,1,60,INSTALLED AND USED,6.0,360.0,38.0,2160.0,106.0,20800.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,CONTRA COSTA,2015-8,LAETTNER,PETERSON,MURDER,"WC,TX",D,42296.0,30,1,60,INSTALLED AND USED,30.0,0.0,NR,NR,NR,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,CONTRA COSTA,2015-9,LAETTNER,PETERSON,MURDER,"WC,TX",D,42305.0,30,1,60,INSTALLED AND USED,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,FRESNO,2015-1,HARRELL,SMITTCAMP,NARCOTICS,"WC,TX",D,42117.0,30,1,60,INSTALLED AND USED,29.0,2.0,13.0,72.0,13.0,21500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,FRESNO,2015-2,PETERSON,SMITTCAMP,NARCOTICS,WC,D,42290.0,30,1,60,INSTALLED AND USED,60.0,283.0,427.0,16966.0,1511.0,43600.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,KERN,2015-1,LEWIS,GREEN,NARCOTICS,WC,D,42048.0,30,1,60,INSTALLED AND USED,30.0,5.0,3.0,150.0,75.0,51000.0,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,KERN,2015-2,LEWIS,GREEN,NARCOTICS,WC,D,42048.0,30,1,60,INSTALLED AND USED,30.0,5.0,3.0,150.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-1,
CALIFORNIA,KERN,2015-3,BROWNLEE,GREEN,MURDER,WC,D,42097.0,30,1,60,INSTALLED AND USED,13.0,293.0,4.0,3812.0,53.0,93000.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,KERN,2015-4,BROWNLEE,GREEN,MURDER,WC,D,42097.0,30,1,60,INSTALLED AND USED,13.0,293.0,4.0,3812.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-3,
CALIFORNIA,KERN,2015-5,BROWNLEE,GREEN,MURDER,WC,D,42097.0,30,1,60,INSTALLED AND USED,13.0,293.0,4.0,3812.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-3,
CALIFORNIA,KERN,2015-6,BROWNLEE,GREEN,MURDER,WC,D,42104.0,30,1,60,INSTALLED AND USED,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,KERN,2015-7,BROWNLEE,GREEN,NARCOTICS,WC,D,42131.0,30,1,60,INSTALLED AND USED,30.0,30.0,79.0,906.0,183.0,45000.0,10000.0,10.0,0.0,0.0,0.0,0.0,1.0,,
CALIFORNIA,KERN,2015-8,BROWNLEE,GREEN,NARCOTICS,WC,D,42131.0,30,1,60,INSTALLED AND USED,16.0,5.0,17.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,KERN,2015-9,BROWNLEE,GREEN,NARCOTICS,WC,D,42145.0,30,1,60,INSTALLED AND USED,30.0,42.0,116.0,1254.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,KERN,2015-10,BROWNLEE,GREEN,NARCOTICS,WC,D,42219.0,30,1,60,INSTALLED AND USED,28.0,18.0,3.0,502.0,244.0,26443.0,1875.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,KERN,2015-11,BROWNLEE,GREEN,NARCOTICS,WC,D,42223.0,30,1,60,INSTALLED AND USED,28.0,12.0,11.0,323.0,46.0,18323.0,18323.0,3.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,KERN,2015-12,BROWNLEE,GREEN,NARCOTICS,WC,D,42223.0,30,1,60,INSTALLED AND USED,28.0,7.0,11.0,194.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,KERN,2015-13,BROWNLEE,GREEN,NARCOTICS,WC,D,42223.0,30,1,60,INSTALLED AND USED,28.0,1.0,11.0,33.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,KERN,2015-14,LEWIS,GREEN,NARCOTICS,WC,D,42328.0,30,1,60,INSTALLED AND USED,27.0,62.0,5.0,1683.0,216.0,23653.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2015-1,FIDLER,WONG,NARCOTICS,"WC,TX",D,41935.0,30,3,120,INSTALLED AND USED,119.0,62.0,186.0,7325.0,948.0,134100.0,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2015-2,FIDLER,WONG,NARCOTICS,"WC,TX",D,41956.0,30,1,60,INSTALLED AND USED,59.0,32.0,61.0,1897.0,525.0,53140.0,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2015-3,FIDLER,WONG,MURDER,WC,D,41959.0,30,1,60,INSTALLED AND USED,60.0,444.0,495.0,26628.0,956.0,57500.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2015-4,FIDLER,WONG,NARCOTICS,WC,D,41961.0,30,1,60,INSTALLED AND USED,60.0,50.0,86.0,2998.0,323.0,36750.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2015-5,FIDLER,WONG,NARCOTICS,WC,D,41967.0,30,1,60,INSTALLED AND USED,59.0,53.0,92.0,3102.0,572.0,22700.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2015-6,FIDLER,WONG,NARCOTICS,WC,D,41977.0,30,0,30,INSTALLED AND USED,30.0,175.0,113.0,5247.0,3621.0,134000.0,10000.0,1.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2015-7,FIDLER,WONG,NARCOTICS,WC,D,41978.0,30,2,90,INSTALLED AND USED,90.0,34.0,44.0,3050.0,622.0,31000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2015-8,FIDLER,WONG,NARCOTICS,WC,D,41981.0,30,1,60,INSTALLED AND USED,30.0,0.0,1.0,3.0,0.0,62460.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2015-9,FIDLER,WONG,NARCOTICS,"WC,TX",D,41982.0,30,1,60,INSTALLED AND USED,30.0,76.0,63.0,2283.0,611.0,27200.0,1700.0,2.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2015-10,FIDLER,WONG,NARCOTICS,WC,D,41983.0,30,1,60,INSTALLED AND USED,30.0,493.0,136.0,14796.0,5197.0,109278.0,4021.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2015-11,FIDLER,WONG,MURDER,"WC,TX",D,41992.0,30,1,60,INSTALLED AND USED,52.0,327.0,3.0,17004.0,450.0,470000.0,20000.0,8.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2015-12,FIDLER,WONG,NARCOTICS,WC,D,41995.0,30,1,60,INSTALLED AND USED,60.0,66.0,93.0,3987.0,1137.0,164000.0,16000.0,5.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2015-13,FIDLER,WONG,NARCOTICS,WC,D,41995.0,30,1,60,INSTALLED AND USED,60.0,66.0,93.0,3987.0,1137.0,164000.0,16000.0,5.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2015-14,FIDLER,WONG,NARCOTICS,"WC,TX",D,42004.0,30,1,60,INSTALLED AND USED,35.0,58.0,248.0,2037.0,85.0,26260.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2015-15,FIDLER,WONG,NARCOTICS,WC,D,42004.0,30,1,60,INSTALLED AND USED,30.0,40.0,54.0,1200.0,448.0,31000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2015-16,FIDLER,WONG,NARCOTICS,WC,D,42009.0,30,1,60,INSTALLED AND USED,60.0,360.0,51.0,21575.0,4572.0,13013.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2015-17,FIDLER,WONG,MURDER,WC,D,42023.0,30,2,90,INSTALLED AND USED,90.0,264.0,739.0,23723.0,1203.0,62500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2015-18,FIDLER,WONG,NARCOTICS,"WC,TX",D,42025.0,30,2,90,INSTALLED AND USED,87.0,26.0,1173.0,2294.0,297.0,81480.0,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2015-19,FIDLER,WONG,NARCOTICS,WC,D,42027.0,30,1,60,INSTALLED AND USED,30.0,30.0,20.0,897.0,110.0,13700.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2015-20,FIDLER,WONG,NARCOTICS,WC,D,42031.0,30,1,60,INSTALLED AND USED,28.0,432.0,28.0,12082.0,2546.0,1013.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2015-21,FIDLER,WONG,MURDER,"WC,TX",D,42033.0,30,1,60,INSTALLED AND USED,43.0,107.0,3.0,4599.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
