diff	freq	year
-2	0.01384	1994
-1.95	0.01007	1994
-1.9	0.0211	1994
-1.85	0.02106	1994
-1.8	0.01678	1994
-1.75	0.02773	1994
-1.7	0.01446	1994
-1.65	0.02976	1994
-1.6	0.0227	1994
-1.55	0.02239	1994
-1.5	0.02727	1994
-1.45	0.03641	1994
-1.4	0.02417	1994
-1.35	0.04309	1994
-1.3	0.03235	1994
-1.25	0.04723	1994
-1.2	0.04537	1994
-1.15	0.0574	1994
-1.1	0.0493	1994
-1.05	0.06225	1994
-1	0.06558	1994
-0.95	0.05672	1994
-0.9	0.07336	1994
-0.85	0.08893	1994
-0.8	0.09057	1994
-0.75	0.10571	1994
-0.7	0.10547	1994
-0.65	0.13479	1994
-0.6	0.13899	1994
-0.55	0.15396	1994
-0.5	0.16467	1994
-0.45	0.13166	1994
-0.4	0.17694	1994
-0.35	0.21507	1994
-0.3	0.19367	1994
-0.25	0.19394	1994
-0.2	0.17972	1994
-0.15	0.18041	1994
-0.1	0.2135	1994
-0.05	0.23363	1994
0	0.22502	1994
0.05	0.25249	1994
0.1	0.26393	1994
0.15	0.28185	1994
0.2	0.26029	1994
0.25	0.30113	1994
0.3	0.27026	1994
0.35	0.30226	1994
0.4	0.30987	1994
0.45	0.31326	1994
0.5	0.28523	1994
0.55	0.2951	1994
0.6	0.32836	1994
0.65	0.33878	1994
0.7	0.31564	1994
0.75	0.29269	1994
0.8	0.32023	1994
0.85	0.2893	1994
0.9	0.30485	1994
0.95	0.30868	1994
1	0.30163	1994
1.05	0.31399	1994
1.1	0.33633	1994
1.15	0.31983	1994
1.2	0.33588	1994
1.25	0.3184	1994
1.3	0.3225	1994
1.35	0.3313	1994
1.4	0.30244	1994
1.45	0.29299	1994
1.5	0.28864	1994
1.55	0.24815	1994
1.6	0.24344	1994
1.65	0.28044	1994
1.7	0.25057	1994
1.75	0.27159	1994
1.8	0.22559	1994
1.85	0.24839	1994
1.9	0.25323	1994
1.95	0.22992	1994
2	0.22864	1994
2.05	0.21907	1994
2.1	0.18048	1994
2.15	0.19055	1994
2.2	0.18633	1994
2.25	0.20584	1994
2.3	0.18935	1994
2.35	0.16856	1994
2.4	0.16606	1994
2.45	0.18811	1994
2.5	0.15459	1994
2.55	0.12615	1994
2.6	0.14019	1994
2.65	0.11904	1994
2.7	0.13814	1994
2.75	0.1214	1994
2.8	0.10834	1994
2.85	0.09787	1994
2.9	0.11474	1994
2.95	0.10824	1994
3	0.06822	1994
3.05	0.11114	1994
3.1	0.07674	1994
3.15	0.09091	1994
3.2	0.07045	1994
3.25	0.07461	1994
3.3	0.07139	1994
3.35	0.06328	1994
3.4	0.05821	1994
3.45	0.05291	1994
3.5	0.057	1994
3.55	0.06732	1994
3.6	0.0609	1994
3.65	0.05534	1994
3.7	0.03049	1994
3.75	0.04057	1994
3.8	0.0349	1994
3.85	0.03404	1994
3.9	0.0321	1994
3.95	0.02595	1994
4	0.02738	1994
4.05	0.02469	1994
4.1	0.0262	1994
4.15	0.02607	1994
4.2	0.02076	1994
4.25	0.01398	1994
4.3	0.01956	1994
4.35	0.02203	1994
4.4	0.01745	1994
4.45	0.01731	1994
4.5	0.02382	1994
4.55	0.01749	1994
4.6	0.0176	1994
4.65	0.01832	1994
4.7	0.00706	1994
4.75	0.01081	1994
4.8	0.00196	1994
4.85	0.01339	1994
4.9	0.00992	1994
4.95	0.00636	1994
5	0.00381	1994
5.05	0.00876	1994
5.1	0.00564	1994
5.15	0.00736	1994
5.2	0.00964	1994
5.25	0.00942	1994
5.3	0.00817	1994
5.35	0.00438	1994
5.4	0	1994
5.45	0.0028	1994
5.5	0.00196	1994
5.55	0.00389	1994
5.6	0.00508	1994
5.65	0.00073	1994
5.7	0.00325	1994
5.75	0.00288	1994
5.8	0.00214	1994
5.85	0.00265	1994
5.9	0.00386	1994
5.95	0.00076	1994
6	0.00078	1994
-6	0	2005
-5.95	0	2005
-5.9	0	2005
-5.85	0	2005
-5.8	0	2005
-5.75	0	2005
-5.7	0	2005
-5.65	0	2005
-5.6	0	2005
-5.55	0	2005
-5.5	0	2005
-5.45	0	2005
-5.4	0	2005
-5.35	0	2005
-5.3	0	2005
-5.25	0.00102	2005
-5.2	0	2005
-5.15	0	2005
-5.1	0	2005
-5.05	0	2005
-5	0	2005
-4.95	0	2005
-4.9	0	2005
-4.85	0	2005
-4.8	0	2005
-4.75	0	2005
-4.7	0.00101	2005
-4.65	0	2005
-4.6	0.00016	2005
-4.55	0	2005
-4.5	0.00101	2005
-4.45	0	2005
-4.4	0	2005
-4.35	0	2005
-4.3	0	2005
-4.25	0.00101	2005
-4.2	0	2005
-4.15	0	2005
-4.1	0	2005
-4.05	0	2005
-4	0	2005
-3.95	0	2005
-3.9	0.00102	2005
-3.85	0	2005
-3.8	0.00094	2005
-3.75	0	2005
-3.7	0	2005
-3.65	0	2005
-3.6	0.00111	2005
-3.55	0.00091	2005
-3.5	0	2005
-3.45	0.00197	2005
-3.4	0	2005
-3.35	0.00017	2005
-3.3	0.00016	2005
-3.25	0	2005
-3.2	0.00181	2005
-3.15	0.00109	2005
-3.1	0.002	2005
-3.05	0.00094	2005
-3	0.003	2005
-2.95	0	2005
-2.9	0	2005
-2.85	0.00289	2005
-2.8	0	2005
-2.75	0	2005
-2.7	0	2005
-2.65	0.00096	2005
-2.6	0	2005
-2.55	0.00205	2005
-2.5	0.00433	2005
-2.45	0.00178	2005
-2.4	0.00189	2005
-2.35	0.00446	2005
-2.3	0.00507	2005
-2.25	0.00751	2005
-2.2	0.00705	2005
-2.15	0.00868	2005
-2.1	0.00504	2005
-2.05	0.00506	2005
-2	0.00575	2005
-1.95	0.01144	2005
-1.9	0.01356	2005
-1.85	0.01361	2005
-1.8	0.0103	2005
-1.75	0.0062	2005
-1.7	0.00333	2005
-1.65	0.01447	2005
-1.6	0.00833	2005
-1.55	0.00793	2005
-1.5	0.00924	2005
-1.45	0.02511	2005
-1.4	0.01044	2005
-1.35	0.02361	2005
-1.3	0.01706	2005
-1.25	0.02343	2005
-1.2	0.02305	2005
-1.15	0.02802	2005
-1.1	0.02674	2005
-1.05	0.03355	2005
-1	0.04242	2005
-0.95	0.04013	2005
-0.9	0.04552	2005
-0.85	0.05193	2005
-0.8	0.05574	2005
-0.75	0.06088	2005
-0.7	0.06178	2005
-0.65	0.07582	2005
-0.6	0.07027	2005
-0.55	0.07914	2005
-0.5	0.08705	2005
-0.45	0.08904	2005
-0.4	0.10709	2005
-0.35	0.09982	2005
-0.3	0.11513	2005
-0.25	0.11187	2005
-0.2	0.12311	2005
-0.15	0.13181	2005
-0.1	0.1313	2005
-0.05	0.12756	2005
0	0.14329	2005
0.05	0.1543	2005
0.1	0.16326	2005
0.15	0.18043	2005
0.2	0.16678	2005
0.25	0.20395	2005
0.3	0.17966	2005
0.35	0.1894	2005
0.4	0.21833	2005
0.45	0.24206	2005
0.5	0.23429	2005
0.55	0.2348	2005
0.6	0.26753	2005
0.65	0.2642	2005
0.7	0.24912	2005
0.75	0.28129	2005
0.8	0.26187	2005
0.85	0.30089	2005
0.9	0.28569	2005
0.95	0.31016	2005
1	0.31204	2005
1.05	0.28059	2005
1.1	0.28843	2005
1.15	0.31412	2005
1.2	0.32977	2005
1.25	0.32809	2005
1.3	0.30398	2005
1.35	0.28853	2005
1.4	0.29657	2005
1.45	0.30669	2005
1.5	0.31765	2005
1.55	0.28764	2005
1.6	0.29862	2005
1.65	0.28979	2005
1.7	0.31042	2005
1.75	0.27042	2005
1.8	0.29135	2005
1.85	0.30255	2005
1.9	0.26926	2005
1.95	0.28947	2005
2	0.25852	2005
2.05	0.26099	2005
2.1	0.2538	2005
2.15	0.27866	2005
2.2	0.24974	2005
2.25	0.2479	2005
2.3	0.23472	2005
2.35	0.24443	2005
2.4	0.23222	2005
2.45	0.20996	2005
2.5	0.25348	2005
2.55	0.19005	2005
2.6	0.17707	2005
2.65	0.21681	2005
2.7	0.2274	2005
2.75	0.19142	2005
2.8	0.18012	2005
2.85	0.17052	2005
2.9	0.16963	2005
2.95	0.17534	2005
3	0.13735	2005
3.05	0.1546	2005
3.1	0.15594	2005
3.15	0.13767	2005
3.2	0.12571	2005
3.25	0.11477	2005
3.3	0.14319	2005
3.35	0.11968	2005
3.4	0.10023	2005
3.45	0.09973	2005
3.5	0.09509	2005
3.55	0.07761	2005
3.6	0.08479	2005
3.65	0.08496	2005
3.7	0.07127	2005
3.75	0.08695	2005
3.8	0.08498	2005
3.85	0.07541	2005
3.9	0.06697	2005
3.95	0.05776	2005
4	0.05352	2005
4.05	0.05755	2005
4.1	0.0506	2005
4.15	0.04298	2005
4.2	0.04956	2005
4.25	0.0437	2005
4.3	0.04121	2005
4.35	0.0353	2005
4.4	0.03933	2005
4.45	0.02865	2005
4.5	0.0301	2005
4.55	0.01913	2005
4.6	0.02006	2005
4.65	0.02574	2005
4.7	0.02163	2005
4.75	0.02101	2005
4.8	0.02744	2005
4.85	0.01291	2005
4.9	0.01407	2005
4.95	0.02267	2005
5	0.01735	2005
5.05	0.01779	2005
5.1	0.01675	2005
5.15	0.01155	2005
5.2	0.01562	2005
5.25	0.01162	2005
5.3	0.01427	2005
5.35	0.00713	2005
5.4	0.00718	2005
5.45	0.00398	2005
5.5	0.01115	2005
5.55	0.01342	2005
5.6	0.0092	2005
5.65	0.00389	2005
5.7	0.00626	2005
5.75	0.00699	2005
5.8	0.01	2005
5.85	0.0065	2005
5.9	0.00426	2005
5.95	0.00192	2005
6	0.00089	2005
-6	0	normal
-5	0.000001	normal
-4.95	0.000002	normal
-4.9	0.000002	normal
-4.85	0.000003	normal
-4.8	0.000004	normal
-4.75	0.000005	normal
-4.7	0.000006	normal
-4.65	0.000008	normal
-4.6	0.00001	normal
-4.55	0.000013	normal
-4.5	0.000016	normal
-4.45	0.00002	normal
-4.4	0.000025	normal
-4.35	0.000031	normal
-4.3	0.000039	normal
-4.25	0.000048	normal
-4.2	0.000059	normal
-4.15	0.000073	normal
-4.1	0.000089	normal
-4.05	0.000109	normal
-4	0.000134	normal
-3.95	0.000163	normal
-3.9	0.000199	normal
-3.85	0.000241	normal
-3.8	0.000292	normal
-3.75	0.000353	normal
-3.7	0.000425	normal
-3.65	0.00051	normal
-3.6	0.000612	normal
-3.55	0.000732	normal
-3.5	0.000873	normal
-3.45	0.001038	normal
-3.4	0.001232	normal
-3.35	0.001459	normal
-3.3	0.001723	normal
-3.25	0.002029	normal
-3.2	0.002384	normal
-3.15	0.002794	normal
-3.1	0.003267	normal
-3.05	0.00381	normal
-3	0.004432	normal
-2.95	0.005143	normal
-2.9	0.005953	normal
-2.85	0.006873	normal
-2.8	0.007915	normal
-2.75	0.009094	normal
-2.7	0.010421	normal
-2.65	0.011912	normal
-2.6	0.013583	normal
-2.55	0.015449	normal
-2.5	0.017528	normal
-2.45	0.019837	normal
-2.4	0.022395	normal
-2.35	0.025218	normal
-2.3	0.028327	normal
-2.25	0.03174	normal
-2.2	0.035475	normal
-2.15	0.03955	normal
-2.1	0.043984	normal
-2.05	0.048792	normal
-2	0.053991	normal
-1.95	0.059595	normal
-1.9	0.065616	normal
-1.85	0.072065	normal
-1.8	0.07895	normal
-1.75	0.086277	normal
-1.7	0.094049	normal
-1.65	0.10227	normal
-1.6	0.11092	normal
-1.55	0.12001	normal
-1.5	0.12952	normal
-1.45	0.13943	normal
-1.4	0.14973	normal
-1.35	0.16038	normal
-1.3	0.17137	normal
-1.25	0.18265	normal
-1.2	0.19419	normal
-1.15	0.20594	normal
-1.1	0.21785	normal
-1.05	0.22988	normal
-1	0.24197	normal
-0.95	0.25406	normal
-0.9	0.26608	normal
-0.85	0.27799	normal
-0.8	0.28969	normal
-0.75	0.30114	normal
-0.7	0.31225	normal
-0.65	0.32297	normal
-0.6	0.33323	normal
-0.55	0.34294	normal
-0.5	0.35206	normal
-0.45	0.36053	normal
-0.4	0.36827	normal
-0.35	0.37524	normal
-0.3	0.38139	normal
-0.25	0.38667	normal
-0.2	0.39104	normal
-0.15	0.39448	normal
-0.1	0.39695	normal
-0.05	0.39844	normal
0	0.39894	normal
0.05	0.39844	normal
0.1	0.39695	normal
0.15	0.39448	normal
0.2	0.39104	normal
0.25	0.38667	normal
0.3	0.38139	normal
0.35	0.37524	normal
0.4	0.36827	normal
0.45	0.36053	normal
0.5	0.35206	normal
0.55	0.34294	normal
0.6	0.33323	normal
0.65	0.32297	normal
0.7	0.31225	normal
0.75	0.30114	normal
0.8	0.28969	normal
0.85	0.27799	normal
0.9	0.26608	normal
0.95	0.25406	normal
1	0.24197	normal
1.05	0.22988	normal
1.1	0.21785	normal
1.15	0.20594	normal
1.2	0.19419	normal
1.25	0.18265	normal
1.3	0.17137	normal
1.35	0.16038	normal
1.4	0.14973	normal
1.45	0.13943	normal
1.5	0.12952	normal
1.55	0.12001	normal
1.6	0.11092	normal
1.65	0.10227	normal
1.7	0.094049	normal
1.75	0.086277	normal
1.8	0.07895	normal
1.85	0.072065	normal
1.9	0.065616	normal
1.95	0.059595	normal
2	0.053991	normal
2.05	0.048792	normal
2.1	0.043984	normal
2.15	0.03955	normal
2.2	0.035475	normal
2.25	0.03174	normal
2.3	0.028327	normal
2.35	0.025218	normal
2.4	0.022395	normal
2.45	0.019837	normal
2.5	0.017528	normal
2.55	0.015449	normal
2.6	0.013583	normal
2.65	0.011912	normal
2.7	0.010421	normal
2.75	0.009094	normal
2.8	0.007915	normal
2.85	0.006873	normal
2.9	0.005953	normal
2.95	0.005143	normal
3	0.004432	normal
3.05	0.00381	normal
3.1	0.003267	normal
3.15	0.002794	normal
3.2	0.002384	normal
3.25	0.002029	normal
3.3	0.001723	normal
3.35	0.001459	normal
3.4	0.001232	normal
3.45	0.001038	normal
3.5	0.000873	normal
3.55	0.000732	normal
3.6	0.000612	normal
3.65	0.00051	normal
3.7	0.000425	normal
3.75	0.000353	normal
3.8	0.000292	normal
3.85	0.000241	normal
3.9	0.000199	normal
3.95	0.000163	normal
4	0.000134	normal
4.05	0.000109	normal
4.1	0.000089	normal
4.15	0.000073	normal
4.2	0.000059	normal
4.25	0.000048	normal
4.3	0.000039	normal
4.35	0.000031	normal
4.4	0.000025	normal
4.45	0.00002	normal
4.5	0.000016	normal
4.55	0.000013	normal
4.6	0.00001	normal
4.65	0.000008	normal
4.7	0.000006	normal
4.75	0.000005	normal
4.8	0.000004	normal
4.85	0.000003	normal
4.9	0.000002	normal
4.95	0.000002	normal
5	0.000001	normal
6	0	normal
