Year,Age,ASFR_jp,ASFR_us
1957,31,0.10332,0.12620
1957,32,0.08693,0.12005
1957,33,0.07474,0.10404
1957,34,0.06210,0.08978
1957,35,0.05194,0.07908
1957,36,0.04269,0.06836
1957,37,0.03394,0.05796
1957,38,0.02657,0.04825
1957,39,0.02174,0.03911
1957,40,0.01580,0.02918
1957,41,0.01132,0.01976
1957,42,0.00755,0.01518
1957,43,0.00461,0.00935
1957,44,0.00241,0.00520
1957,45,0.00132,0.00267
1957,46,0.00059,0.00124
1957,47,0.00029,0.00056
1957,48,0.00019,0.00020
1957,49,0.00012,0.00012
1957,50,0.00007,0.00005
1957,51,0.00005,0.00003
1957,52,0.00003,0.00001
1957,53,0.00001,0.00001
1957,54,0.00003,0.00000
1957,55,0.00005,0.00000
1958,12,0.00000,0.00000
1958,13,0.00000,0.00029
1958,14,0.00001,0.00451
1958,15,0.00008,0.01385
1958,16,0.00043,0.04071
1958,17,0.00180,0.08395
1958,18,0.00553,0.13945
1958,19,0.01430,0.20140
1958,20,0.03628,0.23713
1958,21,0.06541,0.25522
1958,22,0.10798,0.26604
1958,23,0.15093,0.26587
1958,24,0.18054,0.25299
1958,25,0.20166,0.23767
1958,26,0.20071,0.21428
1958,27,0.19327,0.19310
1958,28,0.17064,0.18033
1958,29,0.15104,0.15977
1958,30,0.12567,0.14755
1958,31,0.10423,0.12424
1958,32,0.08628,0.11575
1958,33,0.07121,0.10100
1958,34,0.05884,0.08927
1958,35,0.04797,0.07669
1958,36,0.03940,0.06525
1958,37,0.03142,0.05568
1958,38,0.02459,0.05023
1958,39,0.01868,0.03661
1958,40,0.01453,0.02868
1958,41,0.01010,0.01896
1958,42,0.00689,0.01423
1958,43,0.00411,0.00896
1958,44,0.00216,0.00505
1958,45,0.00117,0.00256
1958,46,0.00051,0.00112
1958,47,0.00021,0.00056
1958,48,0.00012,0.00024
1958,49,0.00010,0.00009
1958,50,0.00007,0.00004
1958,51,0.00005,0.00003
1958,52,0.00005,0.00002
1958,53,0.00003,0.00001
1958,54,0.00002,0.00000
1958,55,0.00005,0.00000
1959,12,0.00000,0.00000
1959,13,0.00000,0.00028
1959,14,0.00001,0.00461
1959,15,0.00008,0.01459
1959,16,0.00038,0.03912
1959,17,0.00176,0.07988
1959,18,0.00551,0.13649
1959,19,0.01420,0.20178
1959,20,0.03154,0.24175
1959,21,0.06656,0.25919
1959,22,0.10474,0.26180
1959,23,0.15170,0.26535
1959,24,0.18252,0.25517
1959,25,0.19550,0.23831
1959,26,0.20351,0.21584
1959,27,0.18938,0.19352
1959,28,0.17171,0.17940
1959,29,0.14574,0.16449
1959,30,0.12470,0.14608
1959,31,0.09863,0.12434
1959,32,0.08013,0.11496
1959,33,0.06473,0.09880
1959,34,0.05200,0.08810
1959,35,0.04271,0.07765
1959,36,0.03350,0.06477
1959,37,0.02786,0.05413
1959,38,0.02118,0.04885
1959,39,0.01659,0.03964
1959,40,0.01188,0.02763
1959,41,0.00888,0.01945
1959,42,0.00587,0.01428
1959,43,0.00351,0.00889
1959,44,0.00198,0.00520
1959,45,0.00101,0.00259
1959,46,0.00049,0.00116
1959,47,0.00024,0.00052
1959,48,0.00012,0.00024
1959,49,0.00006,0.00011
1959,50,0.00007,0.00003
1959,51,0.00005,0.00002
1959,52,0.00003,0.00001
1959,53,0.00001,0.00001
1959,54,0.00001,0.00000
1959,55,0.00004,0.00000
1960,12,0.00000,0.00000
1960,13,0.00000,0.00026
1960,14,0.00001,0.00446
1960,15,0.00005,0.01432
1960,16,0.00040,0.03949
1960,17,0.00162,0.07659
1960,18,0.00522,0.13056
1960,19,0.01390,0.19895
1960,20,0.03088,0.23561
1960,21,0.05930,0.25773
1960,22,0.10734,0.26686
1960,23,0.14782,0.26459
1960,24,0.18532,0.25424
1960,25,0.19978,0.24013
1960,26,0.19957,0.21716
1960,27,0.19381,0.19448
1960,28,0.16988,0.17919
1960,29,0.14774,0.16193
1960,30,0.11960,0.14827
1960,31,0.09711,0.12245
1960,32,0.07552,0.11365
1960,33,0.05969,0.09818
1960,34,0.04689,0.08638
1960,35,0.03640,0.07725
1960,36,0.02895,0.06536
1960,37,0.02237,0.05339
1960,38,0.01758,0.04725
1960,39,0.01322,0.03814
1960,40,0.00983,0.02877
1960,41,0.00685,0.01902
1960,42,0.00475,0.01427
1960,43,0.00284,0.00896
1960,44,0.00158,0.00486
1960,45,0.00083,0.00256
1960,46,0.00038,0.00112
1960,47,0.00027,0.00049
1960,48,0.00010,0.00019
1960,49,0.00008,0.00009
1960,50,0.00004,0.00006
1960,51,0.00004,0.00004
1960,52,0.00003,0.00002
1960,53,0.00001,0.00001
1960,54,0.00002,0.00000
1960,55,0.00004,0.00000
1961,12,0.00000,0.00000
1961,13,0.00000,0.00024
1961,14,0.00001,0.00390
1961,15,0.00004,0.01383
1961,16,0.00035,0.03934
1961,17,0.00161,0.07666
1961,18,0.00490,0.12561
1961,19,0.01332,0.19197
1961,20,0.02993,0.23028
1961,21,0.05714,0.25418
1961,22,0.09475,0.26145
1961,23,0.15030,0.26344
1961,24,0.18021,0.24969
1961,25,0.20286,0.23554
1961,26,0.20257,0.21744
1961,27,0.18824,0.19542
1961,28,0.17422,0.17751
1961,29,0.14539,0.16069
1961,30,0.12096,0.14457
1961,31,0.09395,0.12846
1961,32,0.07484,0.11113
1961,33,0.05703,0.09925
1961,34,0.04313,0.08553
1961,35,0.03275,0.07550
1961,36,0.02514,0.06540
1961,37,0.01961,0.05452
1961,38,0.01489,0.04601
1961,39,0.01150,0.03730
1961,40,0.00837,0.02882
1961,41,0.00600,0.02012
1961,42,0.00390,0.01374
1961,43,0.00241,0.00897
1961,44,0.00131,0.00496
1961,45,0.00070,0.00258
1961,46,0.00033,0.00113
1961,47,0.00019,0.00044
1961,48,0.00012,0.00024
1961,49,0.00006,0.00009
1961,50,0.00003,0.00006
1961,51,0.00001,0.00004
1961,52,0.00001,0.00002
1961,53,0.00002,0.00001
1961,54,0.00001,0.00000
1961,55,0.00002,0.00000
1962,12,0.00000,0.00000
1962,13,0.00000,0.00026
1962,14,0.00001,0.00394
1962,15,0.00006,0.01204
1962,16,0.00030,0.03669
1962,17,0.00152,0.07360
1962,18,0.00534,0.12272
1962,19,0.01283,0.18167
1962,20,0.03035,0.21847
1962,21,0.05952,0.24437
1962,22,0.09893,0.25298
1962,23,0.14114,0.25338
1962,24,0.19062,0.24093
1962,25,0.20393,0.22554
1962,26,0.21079,0.20988
1962,27,0.19513,0.19117
1962,28,0.17211,0.17210
1962,29,0.14992,0.15326
1962,30,0.12070,0.13618
1962,31,0.09591,0.12165
1962,32,0.07176,0.11186
1962,33,0.05699,0.09285
1962,34,0.04196,0.08320
1962,35,0.03109,0.07153
1962,36,0.02313,0.06157
1962,37,0.01752,0.05219
1962,38,0.01317,0.04434
1962,39,0.00951,0.03451
1962,40,0.00733,0.02707
1962,41,0.00505,0.01897
1962,42,0.00323,0.01431
1962,43,0.00204,0.00820
1962,44,0.00120,0.00466
1962,45,0.00061,0.00244
1962,46,0.00031,0.00114
1962,47,0.00017,0.00050
1962,48,0.00011,0.00017
1962,49,0.00008,0.00007
1962,50,0.00003,0.00005
1962,51,0.00000,0.00003
1962,52,0.00001,0.00002
1962,53,0.00000,0.00001
1962,54,0.00000,0.00000
1962,55,0.00001,0.00000
1963,12,0.00000,0.00000
1963,13,0.00000,0.00026
1963,14,0.00001,0.00409
1963,15,0.00004,0.01233
1963,16,0.00032,0.03337
1963,17,0.00146,0.07175
1963,18,0.00510,0.11785
1963,19,0.01342,0.17689
1963,20,0.02862,0.20683
1963,21,0.05942,0.23190
1963,22,0.10050,0.24103
1963,23,0.14660,0.24374
1963,24,0.17769,0.22975
1963,25,0.21339,0.21820
1963,26,0.20981,0.20100
1963,27,0.20222,0.18429
1963,28,0.17926,0.16867
1963,29,0.15014,0.14994
1963,30,0.12747,0.13188
1963,31,0.09861,0.11663
1963,32,0.07618,0.10866
1963,33,0.05673,0.09439
1963,34,0.04314,0.07908
1963,35,0.03145,0.07052
1963,36,0.02314,0.05912
1963,37,0.01694,0.04999
1963,38,0.01236,0.04357
1963,39,0.00915,0.03390
1963,40,0.00639,0.02558
1963,41,0.00473,0.01798
1963,42,0.00301,0.01390
1963,43,0.00185,0.00848
1963,44,0.00102,0.00434
1963,45,0.00051,0.00234
1963,46,0.00026,0.00113
1963,47,0.00013,0.00046
1963,48,0.00008,0.00016
1963,49,0.00005,0.00009
1963,50,0.00001,0.00004
1963,51,0.00000,0.00002
1963,52,0.00000,0.00001
1963,53,0.00000,0.00001
1963,54,0.00000,0.00000
1963,55,0.00000,0.00000
1964,12,0.00000,0.00000
1964,13,0.00000,0.00027
1964,14,0.00001,0.00419
1964,15,0.00004,0.01237
1964,16,0.00030,0.03379
1964,17,0.00162,0.06551
1964,18,0.00458,0.11352
1964,19,0.01327,0.16687
1964,20,0.03025,0.19621
1964,21,0.05665,0.21824
1964,22,0.10308,0.22857
1964,23,0.15283,0.23064
1964,24,0.19072,0.21943
1964,25,0.20388,0.20822
1964,26,0.22214,0.19412
1964,27,0.20329,0.17794
1964,28,0.18560,0.16286
1964,29,0.15588,0.14802
1964,30,0.12694,0.12930
1964,31,0.10335,0.11148
1964,32,0.07782,0.10466
1964,33,0.05906,0.09156
1964,34,0.04342,0.08096
1964,35,0.03232,0.06745
1964,36,0.02306,0.05823
1964,37,0.01687,0.04938
1964,38,0.01197,0.04158
1964,39,0.00861,0.03398
1964,40,0.00644,0.02564
1964,41,0.00421,0.01719
1964,42,0.00277,0.01294
1964,43,0.00176,0.00832
1964,44,0.00089,0.00462
1964,45,0.00046,0.00218
1964,46,0.00022,0.00106
1964,47,0.00012,0.00045
1964,48,0.00005,0.00020
1964,49,0.00004,0.00007
1964,50,0.00002,0.00000
1964,51,0.00001,0.00000
1964,52,0.00000,0.00000
1964,53,0.00000,0.00000
1964,54,0.00000,0.00000
1964,55,0.00000,0.00000
1965,12,0.00000,0.00000
1965,13,0.00000,0.00025
1965,14,0.00001,0.00405
1965,15,0.00004,0.01247
1965,16,0.00031,0.03318
1965,17,0.00167,0.06377
1965,18,0.00559,0.10292
1965,19,0.01222,0.15344
1965,20,0.03023,0.17555
1965,21,0.06152,0.19589
1965,22,0.10104,0.20402
1965,23,0.15953,0.20798
1965,24,0.20299,0.19626
1965,25,0.22527,0.18906
1965,26,0.21885,0.17471
1965,27,0.22046,0.16143
1965,28,0.19169,0.14656
1965,29,0.16749,0.13224
1965,30,0.13584,0.11826
1965,31,0.10505,0.10333
1965,32,0.08365,0.09486
1965,33,0.06228,0.08279
1965,34,0.04683,0.07276
1965,35,0.03366,0.06441
1965,36,0.02474,0.05292
1965,37,0.01726,0.04537
1965,38,0.01203,0.03880
1965,39,0.00850,0.03090
1965,40,0.00587,0.02415
1965,41,0.00405,0.01627
1965,42,0.00261,0.01176
1965,43,0.00152,0.00760
1965,44,0.00088,0.00426
1965,45,0.00043,0.00227
1965,46,0.00019,0.00094
1965,47,0.00011,0.00040
1965,48,0.00006,0.00016
1965,49,0.00005,0.00007
1965,50,0.00001,0.00000
1965,51,0.00001,0.00000
1965,52,0.00001,0.00000
1965,53,0.00000,0.00000
1965,54,0.00000,0.00000
1965,55,0.00000,0.00000
1966,12,0.00000,0.00000
1966,13,0.00000,0.00026
1966,14,0.00001,0.00414
1966,15,0.00005,0.01247
1966,16,0.00025,0.03292
1966,17,0.00143,0.06249
1966,18,0.00486,0.10107
1966,19,0.01215,0.14249
1966,20,0.02227,0.16763
1966,21,0.04752,0.18333
1966,22,0.08507,0.19253
1966,23,0.11889,0.19531
1966,24,0.15541,0.18506
1966,25,0.16893,0.17548
1966,26,0.16529,0.16247
1966,27,0.14591,0.14550
1966,28,0.13454,0.13390
1966,29,0.11213,0.11945
1966,30,0.09429,0.10583
1966,31,0.07512,0.09454
1966,32,0.05842,0.08433
1966,33,0.04749,0.07451
1966,34,0.03554,0.06492
1966,35,0.02686,0.05768
1966,36,0.01987,0.04955
1966,37,0.01492,0.04053
1966,38,0.01076,0.03532
1966,39,0.00738,0.02766
1966,40,0.00526,0.02169
1966,41,0.00344,0.01512
1966,42,0.00230,0.01088
1966,43,0.00137,0.00694
1966,44,0.00074,0.00394
1966,45,0.00044,0.00211
1966,46,0.00018,0.00092
1966,47,0.00010,0.00038
1966,48,0.00006,0.00017
1966,49,0.00004,0.00004
1966,50,0.00002,0.00000
1966,51,0.00001,0.00000
1966,52,0.00001,0.00000
1966,53,0.00000,0.00000
1966,54,0.00000,0.00000
1966,55,0.00000,0.00000
1967,12,0.00000,0.00000
1967,13,0.00000,0.00026
1967,14,0.00000,0.00426
1967,15,0.00003,0.01242
1967,16,0.00030,0.03295
1967,17,0.00151,0.06164
1967,18,0.00507,0.09664
1967,19,0.01316,0.13617
1967,20,0.02907,0.15447
1967,21,0.05007,0.17430
1967,22,0.10049,0.18051
1967,23,0.16294,0.18793
1967,24,0.20107,0.17741
1967,25,0.23842,0.16930
1967,26,0.24379,0.15669
1967,27,0.22909,0.13961
1967,28,0.19784,0.12512
1967,29,0.18044,0.11361
1967,30,0.14257,0.09646
1967,31,0.11428,0.08776
1967,32,0.08615,0.07832
1967,33,0.06443,0.06909
1967,34,0.04950,0.05963
1967,35,0.03529,0.05196
1967,36,0.02535,0.04473
1967,37,0.01747,0.03898
1967,38,0.01286,0.03166
1967,39,0.00851,0.02548
1967,40,0.00558,0.01938
1967,41,0.00367,0.01373
1967,42,0.00214,0.01003
1967,43,0.00134,0.00643
1967,44,0.00075,0.00356
1967,45,0.00035,0.00194
1967,46,0.00017,0.00083
1967,47,0.00012,0.00038
1967,48,0.00006,0.00014
1967,49,0.00002,0.00005
1967,50,0.00001,0.00000
1967,51,0.00001,0.00000
1967,52,0.00000,0.00000
1967,53,0.00001,0.00000
1967,54,0.00000,0.00000
1967,55,0.00000,0.00000
1968,12,0.00000,0.00014
1968,13,0.00000,0.00088
1968,14,0.00002,0.00386
1968,15,0.00004,0.01307
1968,16,0.00024,0.03278
1968,17,0.00140,0.06076
