eventid,iyear,imonth,iday,country,country_txt,region_txt,provstate,city,latitude,longitude,summary,crit1,crit2,crit3,doubtterr,success,suicide,attacktype1_txt,attacktype2_txt,attacktype3_txt,targtype1_txt,targsubtype1_txt,natlty1_txt,gname,motive,nperps,nperpcap,claimed,weaptype1_txt,weaptype2_txt,weapdetail,nkill,nkillter,nwound,propextent_txt,nhostkid
-1058202895,2008,5,26,217,United States,North America,Oregon,Medford,42.32356,-122.87561399999998,"05/26/2008: On Monday, at 2300, three assailants left an IED on a yard in Medford, Oregon, United States. The letters ""KKK"" and a cross were also burned into the grass. No casualties were reported. David Moss and Devin Klauseger were arrested and charged in connection with the attack.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Private Citizens & Property,House/Apartment/Residence,United States,Ku Klux Klan,The specific motive for the attack is unknown.,3.0,2.0,0.0,Incendiary,Explosives,Fire was used to burn the grass.,0.0,0.0,0.0,Minor (likely < $1 million),
-1057322904,2008,6,14,217,United States,North America,New Mexico,Deming,32.268085,-107.75867,"06/14/2008: On Saturday evening at 20:30, a booby trap of thin wires stretched across a dirt road was discovered and safely dismantled in a remote stretch of the southern New Mexico desert near Deming, United States. The device was composed of two sections of thin wire strung tight across the road, tied to a cattle fence on one side and a mesquite tree on the other, four feet above the ground. It was believed to target U.S. Border Patrol agents riding all terrain vehicles who patrol the area. The nearest Mexican town is the village of Las Chepas, a collection of small houses and abandoned buildings routinely used by drug smugglers as a staging ground. No claim of responsibility was made for the incident.",1,1,1,0.0,0.0,0.0,Unarmed Assault,,,Police,Police Patrol (including vehicles and convoys),United States,Unknown,The specific motive for the attack is unknown.,-99.0,0.0,0.0,Other,,"A booby trap of two sections of thin wire strung tight across the road, tied four feet above the ground to a cattle fence on one side and a mesquite tree on the other was used in the attempted bombing attack.",0.0,0.0,0.0,,
-1056212882,2008,7,25,217,United States,North America,California,La Jolla,32.832925,-117.27131200000001,"07/25/2008: On Friday, two Neo-Nazi assailants stabbed a young Irish man nine times at a beach party in La Jolla, California, United States, critically injuring the man.  No group claimed responsibility and the man is recovered.",0,1,1,1.0,1.0,0.0,Armed Assault,,,Tourists,Tourist,Ireland,Unknown,The specific motive for the attack is unknown.,2.0,0.0,0.0,Melee,,Knives were used in the attack.,0.0,0.0,1.0,,
-1056192911,2008,7,27,217,United States,North America,Tennessee,Knoxville,35.951761,-83.952337,"07/27/2008: On Sunday, a man armed with a shotgun opened fire on a church congregation in Knoxville, Tennesee resulting in the death of two people, and the wounding of seven.  The attack on the Unitarian church was apparently motivated by hatred for progressive social policies.  The suspect was arrested for the attack.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Religious Figures/Institutions,Place of Worship,United States,Anti-Liberal extremists,The specific motive for the attack is unknown.,1.0,1.0,0.0,Firearms,,A shotgun was used in the attack.,2.0,0.0,7.0,,
-1055442889,2008,8,2,217,United States,North America,California,Santa Cruz,36.974025,-122.03095400000001,"08/02/2008: On Saturday, at an unknown time, in Santa Cruz, California, United States, two firebombings targeted two UC-Santa Cruz researchers' property in a string of animal liberation movement actions. A firebomb was ignited on David Feldheim's front porch. Feldheim, a molecular biologist, escaped from a second story window with his family. An adult was treated at the hospital. An anonymous communique was posted to Bite Back wherein the Animal Liberation Front accepted responsibility.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Educational Institution,Teacher/Professor/Instructor,United States,Animal Liberation Front (ALF),The specific motive for the attack is unknown.,-99.0,0.0,1.0,Incendiary,,The weapon was a fire bomb.,0.0,0.0,1.0,Unknown,
-1055442876,2008,8,2,217,United States,North America,California,Santa Cruz,36.974025,-122.03095400000001,"08/02/2008: On Saturday morning in Santa Cruz, California, United States, two firebombings targeted two researchers' property in a string of animal liberation movement actions. A car belonging to an unidentified UC-Santa Cruz researcher was destroyed by a firebomb. An anonymous communique was posted to Bite Back wherein the Animal Liberation Front accepted responsibility. There were no reported casualties.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Educational Institution,Teacher/Professor/Instructor,United States,Animal Liberation Front (ALF),The specific motive for the attack is unknown.,-99.0,0.0,1.0,Incendiary,,The weapon was a fire bomb.,0.0,0.0,1.0,Unknown,
-1052412904,2008,11,5,217,United States,North America,Massachusetts,Springfield,42.10125,-72.589294,"11/05/2008: On Wednesday night at or around 0300, three men later identified as Benjamin Haskell, Michael F. Jacques Jr., and Thomas Gleason Jr., set fire to the mostly completed Macedonia Church of God in Christ, a black church, in Springfield, Massachusetts, United States of America, in an attempt to retaliate for the electing of Barack Obama as the first black president of the United States. The three used two five-gallon gasoline cans and walked across the street to set fire to the church, and then fled the scene. Two firefighters were injured while putting out the fire.",1,1,1,1.0,1.0,0.0,Facility/Infrastructure Attack,,,Religious Figures/Institutions,Place of Worship,United States,Unknown,The motive for the attack was the election of Barack Obama.,3.0,3.0,0.0,Incendiary,,The extremists used two five-gallon gasoline cans.,0.0,0.0,2.0,Minor (likely < $1 million),
-1052322897,2008,11,14,217,United States,North America,California,Hemet,33.74937,-116.96788899999999,"11/14/2008: On Friday, a Hispanic teen was beaten to near death in the Jackson Mobile Home Park, on South Elk Street of Hemet, California. Four white supremacist gang members have been arrested and charged with the beating: Justin Tyme Hayes, 21, Derek Shane O'Brien, 22, Darrin Peter Thibault, 24, and Crystal Lee McCann, 22.",0,1,1,1.0,1.0,0.0,Unarmed Assault,,,Unknown,,Mexico,Neo-Nazi extremists,The specific motive for the attack is unknown.,4.0,0.0,0.0,Melee,,"Hands, feet and fists were used in the melee attack.",0.0,0.0,1.0,Unknown,
-960392902,2009,3,7,217,United States,North America,California,Los Angeles,34.097865999999996,-118.407379,"03/07/2009: Members of the Animal Liberation Brigade set fire to the car of  an neuroscientist working for UCLA,  accusing him of  addicting monkeys to methamphetamines and other  street drugs. The car was parked outside his Westwood residence in California. There were no reported casualties.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Educational Institution,Teacher/Professor/Instructor,United States,Animal Liberation Front (ALF),The specific motive for the attack is unknown.,-99.0,0.0,1.0,Incendiary,,An unknown incendiary device was used in the attack.,0.0,0.0,0.0,Minor (likely < $1 million),
-958162910,2009,5,30,217,United States,North America,Arizona,Arivaca,31.577334999999998,-111.331452,"05/30/2009: On Saturday, in Arivaca, Arizona, United States, three assailants broke into the home of Raul Flores and his family. The assailants shot and killed Flores and his nine-year-old daughter, and wounded her mother. Three people were arrested on 06/12/2009 in connection to the attack. They were identified as Shawna Forde, Jason Eugene Bush and Albert Robert Gaxiola. Ford and Bush are founding members of Minuteman American Defense, an anti-illegal immigration group. The victims of the attack were US citizens; however, authorities indicated that the attack was carried out in order to advance the goals of the group. In 2011, Forde and Bush were convicted on charges stemming from their involvement in this attack, and sentenced to death. Gaxiola was convicted and sentenced to two life terms without parole.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Private Citizens & Property,Race/Ethnicity Identified,United States,Minutemen American Defense,The motive for the attack was to commit a robbery to fund an anti-illegal immigration vigilante group.,3.0,3.0,0.0,Firearms,,Unknown firearms were used in the attack.,2.0,0.0,1.0,,
-958152895,2009,5,31,217,United States,North America,Kansas,Wichita,37.68698,-97.33557900000001,"05/31/2009: On Sunday morning, in Wichita, Kansas, USA, Dr. George Tiller, an abortion doctor who held a practice, was shot dead in the foyer of the Reformation Lutheran Church. The gunman fired only one shot, fatally wounding Tiller, threatened two others, and then escaped. No damage was reported and no group claimed responsibility. Scott Roeder was convicted for the murder.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Abortion Related,Personnel,United States,Anti-Abortion extremists,The specific motive for the attack is due to the target being an abortion doctor.,1.0,1.0,0.0,Firearms,,Unknown weapons were used in the attack.,1.0,0.0,0.0,,
-958152893,2009,5,31,217,United States,North America,Tennessee,Nashville,36.133571,-86.83691999999999,"05/31/2009: An assailant attempted to throw an incendiary device into the residence of an Orthodox Jewish rabbi on Mockingbird Lane in Cherokee Park neighborhood, Nashville, Tennessee, United States. There were no reported casualties as the device bounced off the window and failed to ignite. This was one of two attacks carried out by the same assailant overnight. Abdulhakim Mujahid Muhammad claimed responsibility for the incidents.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Religious Figures/Institutions,Religious Figure,United States,Jihadi-inspired extremists,,1.0,1.0,1.0,Incendiary,,A Molotov cocktail was used in the attack.,0.0,0.0,0.0,,
-957452884,2009,6,1,217,United States,North America,Arkansas,Little Rock,34.757115999999996,-92.38074499999999,"06/01/2009: An assailant opened fire on soldiers outside of a military recruiting station in the Santa Fe Heights suburb of Little Rock, Arkansas, United States.  One soldier, identified as William Long, was killed and a second soldier, identified as Quinton Ezeagwula, was injured in the assault. This was one of two attacks carried out by the same assailant overnight. Upon his arrest Abdulhakim Mujahid Muhammad stated that he had intended to kill as many military personnel as possible.  He denied any affilitation with known organizations but later recanted, claiming that he was a soldier for Al-Qa ida and that the attack on the military recruiting station was ""a Jihadi attack.""  Muhammad had spent time in Yemen, returning four months before the attack; he stated that he had wanted to form his own terrorist cell upon return to the United States.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Military,"Military Personnel (soldiers, troops, officers, forces)",United States,Jihadi-inspired extremists,The assailant stated that the attack was in retribution for the death of Muslims at the hands of United States military,1.0,1.0,1.0,Firearms,,An SKS semi-automatic rifle,1.0,0.0,1.0,,
-957362909,2009,6,10,217,United States,North America,District of Columbia,Washington,38.908642,-77.015381,"06/10/2009: On Wednesday afternoon at approximately 1240, in Washington, District of Columbia., United States, an assailant armed with a rifle entered the National Holocaust Memorial Museum and fired upon civilians, killing one security guard, Stephen Tyrone, and injuring an unknown number of civilians. The shooter was wounded critically in the attack and identified as white supremacist, James W. von Brunn. Officials believe the attack may have been politically motivated. No group has claimed responsibility for the attack. The attackers indictment on July 30th included murder, illegal use of a firearm and committing a bias-related crime he was unable to attend his proceedings due to his fragile medical condition.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Business,,United States,Anti-Semitic extremists,The specific motive for the attack is unknown.,1.0,1.0,0.0,Firearms,,"A rifle was used in the attack,",1.0,0.0,,Unknown,
-956432908,2009,7,3,217,United States,North America,California,Huntington Beach,33.660191,-117.99921499999999,"07/03/2009: On Friday night at 2355, in Huntington Beach, California, United States, three men and a woman, Bret MacDonald Hicks, 30, of Riverside, Michael Aaron Powell, 21, of Anaheim, and Brian Charles Hanson, 27, stabbed a Latino, Sergio Hernandez, three times, while yelling racial slurs at the victim, and then as the victim fell to the ground, the assailants punched and kicked the victim. Neighbors came to the rescue of the victim to break up the assault. The victim was hospitalized and released the next day. The assailants sustained bruises and cuts from the assault. No other injuries or casualties were reported. Authorities identified the four attackers as white supremacist based on their tattoos of power slogans and insignia and on 12/18/2009 they pleaded guilty to the charges of attempted murder, aggravated assault and hate crime battery causing injury.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Private Citizens & Property,Race/Ethnicity Identified,United States,Unknown,The specific motive for the attack is unknown.,4.0,4.0,0.0,Melee,Melee,"The victim was stabbed with a knife, punched and kicked in the attack.",0.0,0.0,5.0,Unknown,
-955222896,2009,8,24,217,United States,North America,California,San Mateo,37.54703,-122.314834,"08/24/2009: On Monday morning, in San Mateo, California, United States, at Hillsdale High School, authorities arrested a 17 year old boy armed with ten pipe bombs, a two foot sword and a chainsaw, after he threw two of the lightened pipe bombs into a hallway near the school library. He intended to kill people with the bombs and slaughter survivors with a chainsaw. No injuries or causalities were reported and minor damage was caused to the building. No group claimed responsibility.",0,1,1,1.0,1.0,0.0,Bombing/Explosion,,,Educational Institution,School/University/Educational Building,United States,Unknown,The specific motive for the attack is unknown.,1.0,1.0,0.0,Explosives,Melee,"Ten pipe bombs, a two foot sword and a chainsaw was used in the attack.",0.0,0.0,0.0,Minor (likely < $1 million),
-954422909,2009,9,4,217,United States,North America,Washington,Everett,47.976575,-122.206419,"09/04/2009: On Friday night at about 0330, assailants toppled two radio transmission towers belonging to the sports radio station KRKO with a bulldozer in Everett, Washington, United States, after assailants stole construction equipment from the site. The Earth Liberation Front claimed responsibility for the attack.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Telecommunication,Radio,United States,Earth Liberation Front (ELF),The specific motive for the attack is unknown.,-99.0,0.0,1.0,Sabotage Equipment,,Unknown weapons were used in the attack.,0.0,0.0,0.0,Unknown,
-952402910,2009,11,5,217,United States,North America,Texas,Killeen,31.13,-97.78,"11/05/2009: On Thursday afternoon at 1330, in Ft. Hood, Texas, United States, Major Nidal Malik Hasan opened fire on fellow soldiers with two pistols semiautomatic capable of firing up to 20 rounds without reloading, killing 13 and wounding 31 others. Military police forces shot the gunman, a military psychiatrist who was soon to be deployed to Iraq, and who was believed to be a recent convert to Islam who had complained he was being harassed by his military colleagues. Sources indicate that the shooting may have started during a graduation ceremony attended by large numbers of young military personnel at the base's Soldier Readiness Center, where soldiers who are about to be deployed or who are returning undergo medical screening. Hasan survived the gunshot wounds and was charged with 13 counts of premeditated murder and 32 counts of attempted premeditated murder. No group claimed responsibility for the attack, and Hasan was sentenced to death in August 2013.",1,1,0,0.0,1.0,0.0,Armed Assault,,,Military,Military Barracks/Base/Headquarters/Checkpost,United States,Jihadi-inspired extremists,The specific motive for the attack is unknown.,1.0,1.0,0.0,Firearms,,Two semiautomatic pistols were used in the attack.,13.0,0.0,32.0,Unknown,
-951212888,2009,12,25,217,United States,North America,Michigan,Detroit,42.331685,-83.047924,"12/25/2009: On Friday morning, in Detroit, Michigan, United States, as the plane was approaching the destination, a would-be suicide bomber, identified as Umar Farouk Abdulmutallab, a 23-year-old Nigerian national, on board of Northwest Flight 253 from Amsterdam, Netherlands detonated a device that was attached to his body while on the plane. The bomb was a six inch packet of high explosives containing pentaerythritol, Triacetone Triperoxide, other materials and a syringe. The explosives were sewn into his underwear. The assailant was wounded and damage was done to the aircraft. A passenger who tried to put the explosion out was also injured. 290 people in total were on board. No other injuries or casualties were reported. Al Qaeda in the Arabian Peninsula claimed responsibility.",1,1,1,0.0,0.0,1.0,Bombing/Explosion,,,Airports & Aircraft,Aircraft (not at an airport),United States,Al-Qaida in the Arabian Peninsula (AQAP),The specific motive for the attack is unknown.,1.0,1.0,1.0,Explosives,,"A six inch packet of high explosives containing pentaerythritol, Triacetone Triperoxide, other materials and a syringe was used in the attack.",0.0,0.0,2.0,Minor (likely < $1 million),
-861292895,2010,2,17,217,United States,North America,Florida,Clearwater,27.9656,-82.799764,"02/17/2010: On Wednesday afternoon, in Clearwater, Tampa Bay, Florida, two acid bombs went off at popular restaurants along the water. No injuries were reported. No group claimed responsibility.",0,1,1,1.0,1.0,0.0,Facility/Infrastructure Attack,,,Business,Restaurant/Bar/Café,United States,Unknown,The specific motive for the attack is unknown.,-99.0,0.0,0.0,Chemical,,Two acid bombs were used in the attack.,0.0,0.0,0.0,Minor (likely < $1 million),
-861282899,2010,2,18,217,United States,North America,Texas,Austin,30.283580999999998,-97.698654,"02/18/2010: On Thursday, in Austin, Texas, United States, Joseph Stack flew his private plane into the Internal Revenue Service building, igniting a fire throughout the seven-story building. He had problems with the IRS in the past and believed ""violence was the only answer."" Stack died on impact. Several workers were wounded and one was killed. The building was destroyed.",1,1,1,0.0,1.0,1.0,Facility/Infrastructure Attack,,,Government (General),Government Building/Facility/Office,United States,Anti-Government extremists,The specific motive for the attack is unknown.,1.0,0.0,0.0,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,A private plane was used as a missile in the attack.,2.0,1.0,15.0,Major (likely >= $1 million but < $1 billion),
-861212905,2010,2,25,217,United States,North America,New York,New York City,40.697132,-73.931351,"02/25/2010: On Thursday, at the train station in Harlem, New York City, New York, USA, police arrested Roosevelt Terry, an amputee who planted a bag of small explosives wrapped in shotgun shells, bullets, glue, lug nuts and pens in a waiting area at a station. No group claimed responsibility. There were no reported casualties or damage.",1,1,1,0.0,0.0,0.0,Bombing/Explosion,,,Transportation,Train/Train Tracks/Trolley,United States,Unknown,The specific motive for the attack is unknown.,1.0,1.0,0.0,Explosives,,"An improvised explosive device was used in the attack consisting of a bag of small explosives wrapped in shotgun shells, bullets, glue, lug nuts, and pens.",0.0,0.0,0.0,,
-860422896,2010,3,4,217,United States,North America,Virginia,Arlington,38.878741999999995,-77.10000600000001,"3/4/2010: At roughly 6:40 p.m., John Patrick Bedell walked up to the entrance of the Pentagon- in Arlington, Virginia, United States- drew out a gun and fired, wounding two police officers. Bedell was shot and critically wounded.  He later died of his wounds in the hospital.  The two police officers had non-life-threatening injuries and survived.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Government (General),Government Building/Facility/Office,United States,Anti-Government extremists,"The specific motive is unknown; however, Bedell had a number of postings and videos on the internet in which he criticized government policies in many different areas and discussed various conspiracy theories.  He made no statement before, or at the time of, the shooting to indicate his exact motivation.",1.0,1.0,1.0,Firearms,,,1.0,1.0,2.0,,
-859162906,2010,4,30,217,United States,North America,Colorado,Denver,39.758967999999996,-104.876305,"04/30/2010: On Friday night at 0315, in Denver, Colorado, United States of America, assailants set fire to a sheepskin factory and burned it to the ground. This is the second sheepskin factory in Colorado to be burned down. Police arrested one Walter Edmund Bond in connection to the sheepskin factory fire. The Animal Liberation Front claimed responsibility for the incident on the internet blog of BiteBack magazine.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Business,Industrial/Textiles/Factory,United States,Animal Liberation Front (ALF),The specific motive for the attack is to stop the sheepskin business in Colorado.,1.0,1.0,1.0,Incendiary,,An unknown incendiary device was used in the attack.,0.0,0.0,0.0,Minor (likely < $1 million),
-858452911,2010,5,1,217,United States,North America,New York,New York City,40.697132,-73.931351,"05/01/2010: On Saturday evening at approximately 1830, in New York City, New York, United States of America, a t-shirt vendor located between 45th Street and Seventh and Eighth Avenues noticed a dark-colored Sport Utility Vehicle (SUV) parked at the curb with its engine running and its hazard lights on. Officer Wayne Rhatigan, a member of the New York Police Department's mounted division, was alerted by the vendor and then approached the vehicle and looked inside, where he spotted a box that was smoking and was able to smell gunpowder. The NYPD Bomb Squad was called to the scene, where they deployed a robotic device to break the SUV's back windows and to observe what was inside the vehicle. In the vehicle, police discovered the following: three 20-gallon propane canisters; two five-gallon cans of gasoline; 40+ consumer-grade M-88 firecrackers that had been placed inside of a 20-ounce metal container that had been wrapped in duct tape; a 55-inch by 32-inch green metal locker that contained eight plastic bags that held a total of approximately 250 pounds of Urea based fertilizer, a metal pressure cooker pot containing wires and an additional 120 M-88 firecrackers. The vehicle, a dark blue 1993 Nissan Pathfinder with tinted windows, had license plates that were registered to a Ford pickup truck that had been taken to a junkyard near Bridgeport, Connecticut some time during the last half of April (license plate: 98C Y09). Additionally, the vehicle identification number (VIN) had been removed from the SUV. No casualties were reported and no group immediately claimed responsibility. However, on 05/02/2010, the Taliban posted a video on YouTube claiming responsibility for the event, saying that it was revenge for the killing of Baitullah Mehsur, Abu Omar al-Baghdadi and Abu Ayyub al-Masri. The group did not make specific mention of the car bomb or New York City, so authorities doubt the authenticity of the Pakistani Taliban's involvement. On 06/22/2010, Faisal Shahzad, admitted all 10 charges against him in connection with a failed car-bomb claiming he was a Muslim soldier and warned the US to leave Muslim lands alone.",1,1,1,0.0,0.0,0.0,Bombing/Explosion,,,Private Citizens & Property,Unnamed Civilian/Unspecified,United States,Tehrik-i-Taliban Pakistan (TTP),The specific motive for the attack is unknown.,1.0,1.0,0.0,Explosives,,The following were intended for the attempted attack; three 20-gallon propane canisters; two five-gallon cans of gasoline; 40+ consumer-grade M-88 firecrackers that had been placed inside of a 20-ounce metal container; a 55-inch by 32-inch green metal locker that contained eight plastic bags that held a total of approximately 250 pounds of Urea based fertilizer and wires.,0.0,0.0,0.0,,
-858362870,2010,5,10,217,United States,North America,Florida,Jacksonville,30.33138,-81.655799,"5/10/2010: In Jacksonville, Florida, United States a pipe bomb exploded at roughly 6:35 p.m. in a mosque during evening prayers.  Sixty people were inside the building praying, but no one was injured or killed.  There have been no claims of responsibility.",1,1,1,0.0,1.0,0.0,Bombing/Explosion,,,Religious Figures/Institutions,Place of Worship,United States,Unknown,The motive behind this attack is unknown and may be considered a hate crime.,-99.0,0.0,0.0,Explosives,,,0.0,0.0,0.0,Unknown,
-857412898,2010,6,5,217,United States,North America,Utah,Salt Lake City,40.759505,-111.88822900000001,"06/05/2010: On Saturday night at about 0315, in Salt Lake City, Utah, United States, the Tandy Leather Factory store, located on 1107 South State Street, was set on fire by Walter Edmund Bond, a member of the Animal Liberation Front (ALF) - North America, who claimed responsibility for the incident on the BiteBack Animal Liberation Front website. The store sustained $20,000 of damage from the arson attack. Bond was later arrested in Glendale, Colorado on 07/24/2010.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Business,Retail/Grocery/Bakery,United States,Animal Liberation Front (ALF),"According to the claim of responsibility posted to the BiteBack website, the arson attack was carried out ""in defense and retaliation for all the innocent animals that have died cruelly at the hands of human oppressors.""",1.0,1.0,1.0,Incendiary,,An unknown incendiary device was used in the attack.,0.0,0.0,0.0,Minor (likely < $1 million),
-856392895,2010,7,7,217,United States,North America,Utah,Sandy,40.564938,-111.83904799999999,"07/07/2010: On Wednesday morning at 0800, in Sandy, Utah, United States, a member of the Animal Liberation Front, set a small fire at the Tiburon restaurant, causing about $10,000 in damages but no casualties. The Animal Liberation Front has claimed responsibility for the arson attack.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Business,Restaurant/Bar/Café,United States,Animal Liberation Front (ALF),The specific motive for the attack is unknown.,1.0,0.0,1.0,Incendiary,,An unknown incendiary device was used in the attack.,0.0,0.0,0.0,Minor (likely < $1 million),
